,Utterance,Content_Focus,Media_Production,Inclusive_Disposition,Social_Disposition,Collaborative_Disposition,Cross-Cultural_Disposition,Info_Sharing,Participatory_Teaching,Feedback,Idea_Introduction,Knowledge_Acquisition,Curiosity,Self-Awareness,Task_Orientation,Technical_Difficulty,Language_Issues
903,"Yeah, OK. I think we lost your audio there for for a moment, Lameck.  But yeah. Thank you for that. Any other thoughts, perhaps?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,"I have a question. So do you guys believe that climate change has a psychological effect on all of us? And if so, how?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
905,Do you mean as in terms of mood? Or as in terms of like mental health?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
906,(cuts out) it could be both. So wherever it fits.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,"I don't know. I mean, I live in Las Vegas, so whenever it gets hotter here, I'm always a bit like lazy, I guess. A bit tired, more tired because of the heat.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
908,"Um about the psychological effect of climate change, abrupt climate change might alter the normal functioning of the brain. So in one way is the anxiety and you know, the tension. For instance, if we have cold climate, then so a new climate has been established. And in that way, for example, glacier forms during cold times. And in that we probably only see the movement of glacier that may cause the tension. And also, you know, the encroachment of and decertification. It might also cause, you know, the tension and anxiety and all that. Also probably global warming. And, you know, also the way that the emission of the emission of the gases, the toxic gases might really affect your brain. For instance, chlorofluorocarbons might affect your brain in a way that (cuts out),  like uh literally eating up your brain and this - You might end up, you know, having a sort of short term memory. And also it might lead to many, many problems which are like psychological.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
909,"And I think that stuff's in a biological way, like you said, about gases and that kind of stuff. But change always affects like your mental health like if you are moving a lot when you are children, that affects you. And you can see the affect when in future. And like in Finland, we probably like kind of parts of who we are is the fact that we live in Finland and we do with these kind of winter activities. That's that. That's just like part of us. So when climate change changes that and we can't go skiing or hiking or something like that in winter and we don't see snow. It can change the perception of us. And we need to rethink where we are and what kind of people we are if we are not Finnish and if we don't live here and how our culture takes the hit after climate change. And like how it affects our children. And if we move, do we continue using Finnish language? And so on.",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
910,"Thank you. Oh, just to add on. The effects of climate to the psychology, for example, Mombasa. This, for example, there's a rise in the sea level and the level of water increases. So this level of water may cause flood into the area land of course. When that’s so,(inaudible-audio cut out)  death of animal and also people, which may alter the how people percieve. They like they may be used to such horrible things. And also for example like they say in Mombasa when there is a climate change, this example, the high temperature. The people becomes they become more prone to sweating in the activity. They take most of their time and consider that. So if, for example, drinking water or (inaudible), we may affect the way of how they do things.",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
911,"Excellent. Yeah. Thank you for everyone's thoughts there. Just wondering, Emily, did you have any hypothesis or thoughts on on on how climate change and emotional health or psychological health, whether there's any relationship between that?",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
912,"Yes. So here in Long Beach, where we live, we live near oil refineries and us, as students, that go to school right next to the refineries are affected also by our health and psychologically because, if we live there, we we are breathing those the polluted air and so it's affecting our health. And then we also tend to worry about our estate and our families because we're all surrounded by it. And also lately there's been a lot of wildfire fires and families have been losing homes and stuff. So I think I believe that, yes, climate change does have a psychological effect on our mental health. And I'm trying to find ways on how we can take action. And just by doing something small can actually make a difference. So if there's any ideas that we can start, maybe we can have like a group chat on Slack. And share all of - share all of our ideas on there.",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
913,"Okay. I was just thinking of this question. You know, the climate change, about the remedies of, you know, not being on the climate change. So, for instance, you know, the usage of they are trying to, you know, eradicate the usage of firewood. So that to avoid, you know, the emission of carbon, but now, with these remedies. The will it cause more poverty because of the higher costs or will the effect of the remedies be even more worse than the disease themselves? So that's the question, because I know that the higher costs will drive more people to poverty.",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
914,"Yeah, that's that's that's a very, very good question. Then whether or not solutions will outweigh the actual causes. You know, would it actually be better with these solutions? I guess the best thing I have is right now I'm studying mechanical engineering and I really want to get into solar energy. Right now, solar energy isn't very effective, isn't very efficient. But it's increasing the efficiency and with more research, it's getting better. And once it gets more efficient, it becomes less expensive. So I think it just comes with time and patience and support, I think is the biggest one to have.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
915,"I think we could like all benefit for the discussion because I think we all can see some kind of changes and we all want to support our community and our friends. And we could like make ideas and like maybe do like a video or something like that about it or show it around. Cause like I have thought about these small steps, like these small ideas that you and things that you can change about your behavior and how you can change things. But there could be like these major things or these other options that doesn't come to like one person's mind, like for example, I think from my perspective, someone might think something else. So I think that would be like a really good idea.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
916,"Yeah. Great idea, Elia. I like that. So if so, I think you mentioned, you know, having a slack channel. We actually do have a slack channel on environmental and climate change related issues. So maybe if you're interested, you could. You are. Feel free to join that slack channel to continue this discussion. And Elia's idea on producing or creating a video I think is also a good one that we can all kind of we can all work together on. And maybe I'm thinking maybe we can continue discussing how we can produce such a video on our - on that slack channel. Any any thoughts about. Does that sound OK?",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
917,"Yeah, I think Elia's idea... I like it because it was very specific about, you know, taking this small step of using alternatives of milk, and I guess if I'm not wrong, Elia, you wanted to also check if there are people on this meetup who'd like to collaborate with you on that specific project. Even though, like, we all have different ideas of how we can help our communities to mitigate against climate change. So I guess maybe getting commitment from from people about maybe doing research or contributing to Elia's idea.  You know, discussing together so that you make progress towards that goal. And then I think Emily also has mentioned about the problem in in Long Beach about the oils. So maybe that could be also another strand that maybe all of you or a group of you could also work together on that. And also, I think, Christine and Lameck, Collins, you've mentioned about, you know, things in Mombasa and also in trying to deal with climate change.. Does it make people, you know, become more poor or not? So for me, that's how I see like the three things. Some people can also come up with more ideas. But I think the most specific ones, maybe people can just commit to that and work together, make a video the way Elia has suggested at least have something that you can share with the wider group and keep improving on it. So that you can make progress until like you have a finalized project on that specific aspect. That's my suggestion. What do you think?",1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
918,"I think if we make a video or something like that, we can share our thoughts and like share the video to our schools and create a discussion based on the video so we can all like Emily and Christine and you guys, you can like share your thoughts about ongoing issues in your places with what you deal with, help and with these little helps or these images about changes could really be helpful because then you could have something to like work your arguments against or work your arguments with. So yeah, that would be kind of like helpful to all of us. I think.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
919,"So actually, Vicente mentioned about something about the solar energy, and I just remembered that I got this project idea about the trapping of sunlight to be used as uh in the solar - in the solar panels. And so I thought that would be really great to link it up with Elia's project about, you know, also the use of firewood be, you know, you'll be done away with. And so I thought I can also make a video about that, considering also about the usage of electricity and all that. So I think I could be a very great, you know, improvement in the project if we all collaborated in doing the project.",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
